Date,Open,High,Low,Close
21-06-1996,3993.69,3993.69,3923.9,3924.95
24-06-1996,3935.66,3945.25,3888.94,3928.58
25-06-1996,3924.38,3931.24,3841.19,3855.06
26-06-1996,3845.09,3854.66,3784.55,3792.75
27-06-1996,3781.15,3852.77,3762.5,3849.11
28-06-1996,3852.05,3862.25,3798.21,3812.52
01-07-1996,3798.87,3802.76,3748.08,3754.38
02-07-1996,3758.39,3779.71,3740.06,3747.47
03-07-1996,3739.26,3742.69,3652.22,3656.03
04-07-1996,3664.69,3730.1,3611.96,3701.74
05-07-1996,3708.32,3742.43,3683.47,3707.01
08-07-1996,3714.76,3751.17,3714.76,3730.72
09-07-1996,3728.62,3728.62,3648.09,3651.01
10-07-1996,3637.15,3686.78,3624.33,3671.66
11-07-1996,3680.56,3715.96,3680.56,3700.69
12-07-1996,3701.57,3701.57,3645.8,3651.56
15-07-1996,3659.36,3717.83,3653.84,3712.37
16-07-1996,3728.92,3746.58,3631.47,3644.93
17-07-1996,3652.52,3744.14,3652.52,3722.24
18-07-1996,3725.73,3787.74,3725.73,3775.99
19-07-1996,3786.7,3795.44,3756.36,3763.09
22-07-1996,3801.68,3820.95,3748.77,3807.6
23-07-1996,3807.53,3810.07,3641.8,3663.08
24-07-1996,3648.59,3666.87,3517.95,3582.06
25-07-1996,3590.29,3610,3548.38,3559.28
26-07-1996,3552.64,3569.5,3522.14,3560
29-07-1996,3555.09,3589.64,3489.17,3491.01
30-07-1996,3490.11,3490.11,3387.39,3448.33
31-07-1996,3464.62,3538.3,3424.64,3536.94
01-08-1996,3539.97,3585.15,3534.42,3538.6
02-08-1996,3537.26,3537.26,3484.93,3511.63
05-08-1996,3503.83,3513.64,3480.74,3482.68
06-08-1996,3481.79,3484.58,3453.99,3481.29
07-08-1996,3489.14,3547.32,3486.52,3543.44
08-08-1996,3549.66,3557.02,3507.69,3509.18
09-08-1996,3506.15,3508.01,3487.34,3497.73
12-08-1996,3500.18,3500.18,3458.69,3458.98
13-08-1996,3459.7,3459.7,3437.06,3447.96
14-08-1996,3448.35,3462.8,3423.4,3424.63
16-08-1996,3427.07,3433.21,3379.43,3382.75
19-08-1996,3367.82,3367.82,3278.79,3281.49
20-08-1996,3281.36,3317.93,3276.15,3316.06
21-08-1996,3318.86,3408.1,3318.86,3406.22
22-08-1996,3407.95,3424.73,3384.83,3388.8
23-08-1996,3390,3449.84,3385.91,3431.4
26-08-1996,3433.26,3460.59,3422.69,3433.55
27-08-1996,3435.13,3439.59,3412.9,3438.8
29-08-1996,3443.1,3528.19,3443.1,3493.61
30-08-1996,3493.28,3515.64,3489.75,3514.61
02-09-1996,3519.42,3564.46,3519.42,3562.98
03-09-1996,3544.03,3586.89,3470.58,3484.68
04-09-1996,3483.07,3518.41,3456.42,3516.9
06-09-1996,3526.38,3543.21,3507.74,3508.07
09-09-1996,3508.71,3511.42,3454.45,3468.29
10-09-1996,3461.71,3461.71,3411.78,3434.83
11-09-1996,3440.48,3448.58,3380.32,3382.71
12-09-1996,3377.87,3393.63,3348.75,3391.54
13-09-1996,3390.66,3392,3341.64,3347.37
18-09-1996,3344.73,3421.2,3323.8,3414.01
19-09-1996,3404.93,3430.83,3345.19,3349.77
20-09-1996,3349.3,3366.41,3339.94,3346.78
23-09-1996,3340.75,3348.35,3307.2,3331.09
24-09-1996,3332.17,3348.32,3332.17,3337.73
25-09-1996,3350.7,3373.51,3340.9,3343.92
26-09-1996,3341.09,3341.09,3293.71,3307.05
27-09-1996,3301.86,3301.86,3251.29,3254.73
30-09-1996,3255.37,3268.61,3205.23,3239.48
01-10-1996,3249.15,3249.58,3220.05,3226.8
03-10-1996,3229.79,3254.57,3190.36,3195.77
04-10-1996,3198.2,3208.74,3095.14,3101.27
07-10-1996,3105.31,3111.31,2939.87,3002.86
08-10-1996,3000.4,3038.52,2930.93,3027.35
09-10-1996,3038.02,3045.68,2991.32,3037.63
10-10-1996,3037.13,3129.69,3037.13,3126.34
11-10-1996,3127.75,3176.97,3121.95,3160.52
14-10-1996,3166.01,3166.01,3098,3099.34
15-10-1996,3098.36,3133.54,3079.46,3118.95
16-10-1996,3120.77,3147.43,3101.82,3104.66
17-10-1996,3100.88,3112.58,3068.56,3112.02
18-10-1996,3108.86,3130.9,3091.37,3130.21
22-10-1996,3152.58,3235.26,3152.58,3227.13
23-10-1996,3233.71,3344.35,3233.71,3341.86
24-10-1996,3343.06,3344.67,3241.15,3250.94
25-10-1996,3252.26,3286.71,3230.28,3250.66
28-10-1996,3256.26,3314.05,3256.26,3264.52
29-10-1996,3260.43,3261.25,3222.65,3239.94
30-10-1996,3240.91,3243,3163.4,3172.98
31-10-1996,3171.45,3171.45,3122.76,3163.78
01-11-1996,3164.03,3190.82,3131.82,3148.57
04-11-1996,3143.89,3143.89,3080.28,3092.72
05-11-1996,3092,3104.03,3062.5,3062.84
06-11-1996,3059.61,3059.61,2999.79,3044.16
07-11-1996,3055.07,3073.61,3046.27,3066.66
10-11-1996,3092.08,3099.63,3077.49,3080.26
13-11-1996,3088.19,3135.69,3088.19,3126.06
14-11-1996,3131.01,3134.14,3102.72,3110.23
15-11-1996,3108.71,3142.31,3102.2,3139.02
18-11-1996,3140.63,3175.15,3140.63,3171.59
19-11-1996,3172.3,3176.69,3131.82,3139.33
20-11-1996,3137.87,3137.87,3060.93,3062.5
21-11-1996,3063.19,3076.23,3029.94,3043.3
22-11-1996,3039.8,3039.8,2959.3,2965.66
25-11-1996,2960.52,3004.83,2856.21,2994.98
26-11-1996,2996.35,3035.64,2948.03,2948.44
27-11-1996,2944.57,2944.57,2847.48,2883.57
28-11-1996,2885.2,2910,2865.13,2871.02
29-11-1996,2877.33,2906.38,2877.33,2890.5
02-12-1996,2883.88,2906.15,2847.07,2851.43
03-12-1996,2850.85,2850.85,2795.41,2798
04-12-1996,2796.03,2796.03,2713.12,2745.06
05-12-1996,2749.36,2822.5,2735.67,2812.22
06-12-1996,2812.47,2841.8,2808.65,2826.2
09-12-1996,2821.25,2846.31,2802.82,2815.06
10-12-1996,2814.21,2814.21,2782.03,2798.57
11-12-1996,2802.52,2943.71,2802.52,2941.36
12-12-1996,2940,2965.1,2878.2,2880.26
13-12-1996,2879.98,2893.7,2850.06,2881.15
16-12-1996,2900.25,2966.99,2900.25,2958.65
17-12-1996,2964.01,2985.34,2943.22,2984.02
18-12-1996,2986.02,3051.72,2986.02,3001.24
19-12-1996,3000.87,3039.62,2987.06,3035.91
20-12-1996,3037.7,3111.85,3037.7,3110.19
23-12-1996,3111,3127.19,3076,3093.04
24-12-1996,3091.69,3091.69,3063.59,3085.2
01-01-1997,3096.65,3270.04,3096.65,3260.56
02-01-1997,3261.94,3275.36,3219.16,3225.24
03-01-1997,3215.46,3264,3204.88,3264
06-01-1997,3267.75,3287.47,3238.08,3252.31
07-01-1997,3250.51,3273.43,3222.19,3264.12
08-01-1997,3268.92,3319.57,3268.92,3288.88
09-01-1997,3287.07,3362.8,3286.75,3362.39
10-01-1997,3366.53,3443.56,3366.53,3418.32
13-01-1997,3416.09,3456.63,3388.8,3453.16
14-01-1997,3454.04,3499.82,3422.99,3492.26
15-01-1997,3488.92,3673.91,3487.27,3646.73
16-01-1997,3654.96,3812.31,3453.61,3455.88
17-01-1997,3451.22,3480.98,3342.89,3422.35
20-01-1997,3439.63,3478,3375.68,3389.49
21-01-1997,3387.4,3429.37,3349.23,3382.74
22-01-1997,3404.94,3464.58,3385.28,3427.09
24-01-1997,3429.13,3448.76,3412.97,3435.62
27-01-1997,3436.98,3578.26,3436.98,3562.74
28-01-1997,3566.11,3607.21,3543.12,3604.2
29-01-1997,3613.43,3645.35,3522.58,3525.97
30-01-1997,3526.55,3547.56,3471.97,3510.05
31-01-1997,3473.42,3473.42,3361.25,3382.47
03-02-1997,3379.76,3381.72,3323.33,3324.22
04-02-1997,3322.04,3379.33,3316.15,3377.63
05-02-1997,3383.59,3426.67,3352.34,3354.72
06-02-1997,3355.71,3404.11,3332.61,3402.6
07-02-1997,3399.83,3414.37,3377.22,3407.22
10-02-1997,3413.88,3457.29,3413.88,3443.55
11-02-1997,3442.5,3505.14,3440.06,3502.27
12-02-1997,3499.22,3525.35,3479.54,3483.48
13-02-1997,3482.86,3512.4,3472.02,3492.65
14-02-1997,3493.03,3528.56,3493.03,3521.99
17-02-1997,3533.85,3586.05,3533.85,3580.29
18-02-1997,3578.47,3578.47,3504.23,3530.23
19-02-1997,3520.5,3533.03,3468.89,3528.44
20-02-1997,3527.35,3527.35,3491.46,3494.4
21-02-1997,3493.83,3493.83,3433.27,3439.49
24-02-1997,3439.11,3440.97,3356.02,3358.47
25-02-1997,3358.12,3400.4,3325.29,3356.83
26-02-1997,3356.1,3367.38,3316.71,3364.97
27-02-1997,3379.1,3429.72,3379.1,3427.87
28-02-1997,3547.75,3735.89,3547.75,3651.91
01-03-1997,3713.74,3870.15,3713.74,3857.49
03-03-1997,3855.34,4007.91,3828.77,3871.05
04-03-1997,3873,3949.07,3842.88,3944.61
05-03-1997,3965.03,4029.56,3898.4,3940.99
06-03-1997,3935,3941.09,3859.04,3876.04
10-03-1997,3861.47,3861.47,3764.89,3768.74
11-03-1997,3766.04,3802.89,3700.02,3725.87
12-03-1997,3735.2,3796.78,3727.93,3762.37
13-03-1997,3769.55,3780.34,3731.81,3754.51
14-03-1997,3747.63,3768.22,3714.17,3745.31
17-03-1997,3752.91,3808.19,3752.91,3798.12
18-03-1997,3797.46,3813.06,3765.48,3795.17
19-03-1997,3791.58,3791.94,3689.07,3689.07
20-03-1997,3686.37,3734.84,3659.27,3732.05
21-03-1997,3736.82,3763.3,3718.62,3730.2
25-03-1997,3736.27,3796.22,3736.27,3765.78
26-03-1997,3765.24,3765.24,3724.92,3733.24
27-03-1997,3733.26,3736.37,3695.16,3735.58
28-03-1997,3736.66,3740.75,3656.16,3663.53
31-03-1997,3595.36,3595.36,3318.9,3360.89
01-04-1997,3339.47,3438.27,3315.36,3427.01
02-04-1997,3450.4,3540.87,3450.4,3538.39
03-04-1997,3543.4,3581.94,3520.71,3559.65
04-04-1997,3555.42,3555.42,3519.78,3550.37
07-04-1997,3551.95,3551.95,3511.15,3520.49
09-04-1997,3541.71,3657.82,3541.71,3650.88
10-04-1997,3640.75,3640.8,3554.77,3598.37
11-04-1997,3573.97,3644.24,3512.05,3633.73
12-04-1997,3624.5,3624.5,3574.26,3589.72
15-04-1997,3605.06,3649.86,3605.06,3647.44
17-04-1997,3649.12,3706.32,3642.67,3696.52
21-04-1997,3723.83,3808.38,3723.83,3799.79
22-04-1997,3813.42,3839.54,3785.77,3800.63
23-04-1997,3801.98,3864.77,3798.45,3828.99
24-04-1997,3831.52,3834.31,3793.48,3805.72
25-04-1997,3800.87,3827.74,3793.83,3825.57
28-04-1997,3833.47,3850.47,3812.87,3825.51
29-04-1997,3822.53,3828.46,3787.15,3808.65
30-04-1997,3847.03,3879.21,3838.22,3841.11
02-05-1997,3838.44,3838.44,3789.64,3801.71
05-05-1997,3795.2,3798.27,3755.09,3756.78
06-05-1997,3760.11,3786.29,3739.09,3781.49
07-05-1997,3785.83,3790.69,3751.93,3753.5
09-05-1997,3758.83,3812.63,3758.83,3769.34
12-05-1997,3772.28,3794.03,3732.15,3735.25
13-05-1997,3734.69,3742.4,3692,3701.96
14-05-1997,3702.36,3744.62,3652.2,3740.53
15-05-1997,3737.96,3767.21,3713.48,3741.22
16-05-1997,3742.1,3769.43,3738.71,3759.64
19-05-1997,3768.97,3806.15,3768.92,3778.31
20-05-1997,3780.54,3788.92,3755.21,3768.3
21-05-1997,3766.03,3766.03,3731.85,3735.01
22-05-1997,3738.06,3742.53,3714.2,3730.78
23-05-1997,3729.51,3742.35,3697.7,3706.37
26-05-1997,3707.51,3726.17,3693.45,3701.65
27-05-1997,3702.15,3716.79,3681.72,3692.55
28-05-1997,3704.94,3718.24,3670.51,3685.31
29-05-1997,3684.77,3724.11,3659.39,3724.11
30-05-1997,3724.52,3764.21,3714.76,3755.1
02-06-1997,3758.39,3810.92,3747.14,3808.18
03-06-1997,3810.63,3864.41,3810.63,3838.85
04-06-1997,3840.99,3888.73,3840.99,3861.42
05-06-1997,3863.38,3901.45,3852.3,3873.85
06-06-1997,3875.13,3878.99,3830.98,3836.44
09-06-1997,3837.05,3853.91,3815.73,3835.35
10-06-1997,3835.57,3866.17,3834.14,3860.97
11-06-1997,3864.92,3937.58,3864.92,3927.71
12-06-1997,3927.49,3984.55,3927.49,3982.95
13-06-1997,3983.22,4065,3980.85,4029.99
16-06-1997,4043.2,4076.56,4006.8,4025.41
17-06-1997,4027.61,4087.93,4021,4087.64
18-06-1997,4095.84,4148.86,4081.26,4082.5
19-06-1997,4077.81,4102.09,4046.49,4088.98
20-06-1997,4101.67,4142.75,4060.3,4083.04
23-06-1997,4091.33,4120.63,4075.56,4089.2
24-06-1997,4088.96,4121.93,4063.19,4119.39
25-06-1997,4123.82,4132.4,4078.31,4093.62
26-06-1997,4100.37,4148.99,4089.94,4116.56
27-06-1997,4114.02,4153.8,4104.85,4133.24
30-06-1997,4184,4272.44,4184,4256.09
01-07-1997,4263.11,4301.77,4247.66,4300.86
02-07-1997,4302.96,4395.31,4295.4,4333.9
03-07-1997,4335.79,4393.29,4299.97,4323.46
04-07-1997,4332.7,4347.59,4300.58,4323.82
07-07-1997,4326.81,4391.01,4289.49,4291.45
08-07-1997,4285.65,4313,4252.49,4306.39
09-07-1997,4315.42,4404.83,4315.42,4404.69
10-07-1997,4413.39,4448.06,4376.11,4378.37
11-07-1997,4372.75,4372.75,4301.93,4321.98
14-07-1997,4251.7,4251.7,4182.42,4225.02
15-07-1997,4229.89,4261.03,4204.72,4221.02
16-07-1997,4232.53,4263.26,4171,4183.42
17-07-1997,4183.91,4202.31,4152.26,4193.61
18-07-1997,4174.72,4193.72,4115.73,4124.81
21-07-1997,4134.08,4155.8,4105.28,4154.28
22-07-1997,4161.94,4189.82,4145.65,4186.29
23-07-1997,4204.83,4258.6,4182.32,4251.13
24-07-1997,4264.93,4294.95,4223.61,4226.57
25-07-1997,4218.29,4222.73,4159,4189.81
28-07-1997,4191.91,4197.21,4163.53,4181.48
29-07-1997,4180.59,4218.98,4171.11,4217.58
30-07-1997,4230.8,4253.81,4220.18,4244.89
31-07-1997,4252.37,4331.58,4245.52,4305.76
01-08-1997,4322.19,4356.55,4314.06,4347.32
04-08-1997,4392.47,4478.19,4392.47,4465.37
05-08-1997,4477.5,4548.79,4477.5,4548.02
06-08-1997,4568.39,4605.41,4505.06,4523.01
07-08-1997,4527.91,4546.91,4439.48,4447.06
08-08-1997,4460.23,4467.18,4373.2,4397.54
11-08-1997,4434.02,4482.51,4423.69,4481.3
12-08-1997,4496.8,4504.03,4393.24,4425.03
13-08-1997,4419.34,4419.34,4353.32,4370.13
14-08-1997,4372.29,4381.53,4290.13,4320.97
19-08-1997,4277.29,4277.29,4151.63,4165.37
20-08-1997,4166.79,4238.09,4144.47,4234.63
21-08-1997,4252.05,4265.19,4138.27,4156.16
22-08-1997,4132.99,4144.17,4037.31,4047.67
26-08-1997,4038.58,4110.51,4038.58,4107.24
27-08-1997,4131.05,4132.62,4085.29,4097.56
28-08-1997,4093.76,4093.76,3960.34,3963.15
29-08-1997,3916.58,3945.67,3851.04,3876.08
01-09-1997,3875.26,3948.92,3854.21,3943.67
02-09-1997,3944.31,3960.76,3869.61,3950.03
03-09-1997,3966.87,4016.21,3946.43,3965.39
04-09-1997,3963.94,4012.18,3932.77,4007.04
05-09-1997,4018.59,4036.61,4005.07,4032.35
08-09-1997,4029.85,4088.26,4006.28,4087.3
09-09-1997,4095.12,4112.48,4030.86,4031.55
10-09-1997,4018.75,4050.28,3998.32,4045.61
11-09-1997,4057.9,4070.36,4008,4010.07
12-09-1997,4013.01,4018.5,3979.43,3995.94
15-09-1997,3987.39,4057.35,3985.97,4018.42
16-09-1997,4026.02,4035.39,4000.84,4012.59
17-09-1997,4013.68,4013.68,3914.58,3928.33
18-09-1997,3904.42,3904.42,3844.49,3884.77
19-09-1997,3891.63,3894.09,3820.28,3825.12
22-09-1997,3830.81,3836.04,3758.52,3770.99
23-09-1997,3772.59,3823.29,3763.37,3822.42
24-09-1997,3834.97,3864.25,3823.01,3825.91
25-09-1997,3835.8,3888.51,3835.8,3887.56
26-09-1997,3895.98,3927.77,3883.88,3925.24
29-09-1997,3918.05,3964.03,3908.84,3912.83
30-09-1997,3911.34,3918.42,3885.59,3902.03
01-10-1997,3885.41,3905.51,3848.15,3905.51
03-10-1997,3907.22,3923.26,3833.92,3847.73
06-10-1997,3850.35,3862.17,3829.05,3857.34
07-10-1997,3851.94,3910.33,3845.71,3909.46
08-10-1997,3912.4,3940.53,3912.4,3930.23
09-10-1997,3927.85,3982.44,3917.39,3979.96
10-10-1997,3999.65,4083.99,3999.65,4057.37
13-10-1997,4093.92,4118.92,4056.48,4066.05
14-10-1997,4061.51,4062.81,4011.11,4012.4
15-10-1997,4015.55,4042.69,3999.14,4034.55
16-10-1997,4082.66,4090.51,4046.47,4077.05
17-10-1997,4102.29,4137.77,4095.7,4106.26
20-10-1997,4123.8,4157.01,4103.63,4154.84
21-10-1997,4157.69,4166.14,4103.86,4116.99
22-10-1997,4118.67,4119.55,4079.87,4082.7
23-10-1997,4073.42,4080.12,3983.18,4009.77
24-10-1997,3992.4,3992.4,3922.54,3957.46
27-10-1997,3969.75,3979.53,3914.96,3934.33
30-10-1997,3803.09,3815.24,3795.66,3803.24
03-11-1997,3814.75,3820.37,3748.89,3790.82
04-11-1997,3799.55,3852.24,3782.94,3805.95
05-11-1997,3805.14,3807.45,3759.16,3778.23
06-11-1997,3744.39,3766.76,3714.03,3763.96
07-11-1997,3761.16,3764.61,3732.11,3747.32
10-11-1997,3733.31,3733.31,3707.67,3721.05
11-11-1997,3724.85,3750.25,3723.4,3723.4
12-11-1997,3721.39,3739.04,3627.85,3633.18
13-11-1997,3601.3,3616.44,3534.06,3554.1
14-11-1997,3570.34,3594.18,3514.69,3569.77
17-11-1997,3552.43,3580.91,3539.25,3578.1
18-11-1997,3573.87,3573.87,3494.8,3518.9
19-11-1997,3479.07,3479.07,3393.15,3454.65
20-11-1997,3394.27,3504.41,3390.71,3466.86
21-11-1997,3450.75,3541.23,3450.4,3523.44
24-11-1997,3512.82,3518.58,3399.72,3403.07
25-11-1997,3400.75,3490.4,3388.46,3479.89
26-11-1997,3516.05,3577.59,3514.98,3535.52
27-11-1997,3530.68,3645.9,3524.14,3628.07
28-11-1997,3616.47,3617.33,3522.59,3560.29
01-12-1997,3536.07,3574.06,3488.66,3569.65
02-12-1997,3566.53,3601.43,3538,3553.48
03-12-1997,3559.88,3590.9,3537.67,3562.37
04-12-1997,3530.31,3595,3503.49,3527.1
05-12-1997,3526.02,3552.27,3469.08,3469.08
08-12-1997,3479.41,3493.21,3455.86,3468.19
09-12-1997,3469.92,3485.01,3367.89,3391.59
10-12-1997,3364.51,3380.03,3325.25,3347.33
11-12-1997,3336.33,3344.41,3247.63,3329.14
12-12-1997,3340.15,3383.32,3320.67,3329.27
15-12-1997,3321.55,3371.73,3291.09,3367.56
16-12-1997,3374.58,3444.92,3374.28,3424.87
17-12-1997,3458.27,3499.26,3455.1,3487.02
18-12-1997,3481.95,3525.6,3463.26,3472.35
19-12-1997,3463.46,3542.04,3460.18,3540.91
22-12-1997,3553.68,3629.42,3553.68,3616.34
23-12-1997,3639.98,3676.76,3627.09,3641.11
24-12-1997,3596.07,3616.95,3549.58,3607.69
26-12-1997,3620.92,3651.42,3620.92,3633.38
29-12-1997,3648.65,3709.72,3643.78,3706.79
30-12-1997,3703.84,3703.84,3623.93,3637.71
31-12-1997,3630.48,3711.26,3630.48,3658.98
01-01-1998,3658.34,3711.69,3658.34,3694.62
02-01-1998,3704.47,3739.38,3701.4,3719.85
05-01-1998,3745.19,3792.86,3736.94,3739.21
06-01-1998,3724.43,3727.24,3684.02,3719.62
07-01-1998,3715.38,3745.71,3658.95,3683.31
08-01-1998,3671.69,3679.14,3598.16,3598.16
09-01-1998,3579.24,3579.24,3514.99,3530.2
12-01-1998,3482.98,3482.98,3394.95,3395.04
13-01-1998,3427.15,3479.95,3417.05,3431.72
14-01-1998,3460.77,3482.05,3380.98,3400.79
15-01-1998,3390.37,3415.87,3318.69,3365.75
16-01-1998,3373.1,3398.97,3351.21,3382.32
19-01-1998,3383.89,3484.77,3374.39,3480.86
20-01-1998,3487.86,3516,3448.97,3455.95
21-01-1998,3452.36,3462.36,3418.2,3418.34
22-01-1998,3408.67,3409.34,3366.94,3380.3
23-01-1998,3375.86,3375.86,3340.31,3351.21
27-01-1998,3352.06,3355.22,3272.18,3276.21
28-01-1998,3272.74,3301.9,3200.83,3209.55
29-01-1998,3204.1,3230.65,3164.66,3224.36
02-02-1998,3288.78,3364.37,3288.78,3354.8
03-02-1998,3360.4,3363.33,3326.17,3354.88
04-02-1998,3359.24,3394.93,3312.01,3319.19
05-02-1998,3339.02,3366.07,3336.97,3357.48
06-02-1998,3367.77,3374.04,3338.09,3366.7
09-02-1998,3359.47,3371.61,3345.34,3348.35
10-02-1998,3345.18,3351.5,3315.81,3317.7
11-02-1998,3330.11,3342.08,3288.76,3292.91
12-02-1998,3289.45,3299.5,3261.38,3293.89
13-02-1998,3306.39,3373.53,3297.54,3373.53
16-02-1998,3384.71,3451.63,3384.71,3449.77
17-02-1998,3459.82,3459.82,3403.49,3413.36
18-02-1998,3408.75,3436.95,3387.32,3401.88
19-02-1998,3414.59,3446.53,3411.75,3437.64
20-02-1998,3444.51,3466.28,3409.62,3417.3
