Date,Open,High,Low,Close
30-04-2001,3459.51,3522.7,3440.71,3519.16
02-05-2001,3565.53,3586.64,3530.25,3538.42
03-05-2001,3528.7,3551.8,3479.81,3494.48
04-05-2001,3471.95,3521.92,3465.5,3514.59
07-05-2001,3562.97,3573.19,3539.46,3544.81
08-05-2001,3544.86,3587.07,3544.86,3580.37
09-05-2001,3580.37,3629.65,3569.14,3586.58
10-05-2001,3586.58,3588.95,3550.05,3568.27
11-05-2001,3564.65,3577.79,3545.19,3559.77
14-05-2001,3552.55,3577.28,3536.57,3568.93
15-05-2001,3480.42,3579.35,3420.14,3576.96
16-05-2001,3585.79,3630.26,3585.79,3592.06
17-05-2001,3607.46,3675.45,3607.46,3669.76
18-05-2001,3674.42,3700.88,3648.36,3655.03
21-05-2001,3656.09,3681.19,3630.6,3640.1
22-05-2001,3643.29,3663.16,3630.03,3640.6
23-05-2001,3640.8,3683.52,3640.8,3674.54
24-05-2001,3670.91,3709.18,3670.91,3683.2
25-05-2001,3686.16,3700.66,3647.35,3659.81
28-05-2001,3663.06,3728.05,3663.06,3720.15
29-05-2001,3732.03,3751.7,3725.83,3742.07
30-05-2001,3745.57,3759.96,3653.31,3662.04
31-05-2001,3623.62,3638.46,3592.22,3631.91
01-06-2001,3637.03,3651.32,3555.74,3557.64
04-06-2001,3565.88,3590.56,3490.83,3498.38
05-06-2001,3495.99,3510.68,3434.88,3460.04
06-06-2001,3473.32,3507.24,3448.44,3457.31
07-06-2001,3455.86,3459.51,3395.52,3457.24
08-06-2001,3466.66,3502.78,3452.94,3495.84
11-06-2001,3507.34,3525.04,3482.8,3509.32
12-06-2001,3504.24,3517.36,3484.08,3498.39
13-06-2001,3499.32,3519.13,3492.95,3501.61
14-06-2001,3491.36,3501.5,3446.96,3453.77
15-06-2001,3434.33,3434.33,3360.11,3372.94
18-06-2001,3368.68,3368.68,3295.34,3353.11
19-06-2001,3357.11,3418.99,3339.84,3410.95
20-06-2001,3410.1,3420.33,3369.31,3406.05
21-06-2001,3408.28,3427.75,3385.87,3405.64
22-06-2001,3402.14,3409.76,3361.79,3381.76
25-06-2001,3378.17,3378.17,3306.83,3318.67
26-06-2001,3313.13,3417.94,3287.94,3407.32
27-06-2001,3407.68,3434.13,3378.53,3411.64
28-06-2001,3411.68,3427.37,3391.72,3404.86
29-06-2001,3406.79,3474.71,3394.91,3456.78
02-07-2001,3480.06,3487,3418.28,3426.03
03-07-2001,3452.11,3452.11,3300.15,3312.29
04-07-2001,3295.85,3337.52,3286.77,3311.88
05-07-2001,3321.14,3364.8,3306.74,3317.63
06-07-2001,3299.96,3310.1,3286.74,3305.78
09-07-2001,3290.85,3299.57,3260.68,3290.81
10-07-2001,3300.98,3340.88,3296.41,3328.27
11-07-2001,3328.37,3388.75,3316.85,3376.21
12-07-2001,3390.34,3459.37,3384.74,3452.75
13-07-2001,3470.94,3513.79,3438.03,3453.99
16-07-2001,3453.63,3478.11,3427.82,3434.83
17-07-2001,3414.06,3440.29,3397.65,3431.93
18-07-2001,3434.94,3446.18,3377.58,3383.41
19-07-2001,3372.92,3380.27,3352.12,3370.93
20-07-2001,3375.82,3389.49,3331.42,3340.75
23-07-2001,3340.89,3340.89,3310.95,3330.98
24-07-2001,3326.84,3340.91,3306.17,3335.08
25-07-2001,3307.16,3338.22,3296.43,3301.97
26-07-2001,3298.64,3318.6,3254.28,3259.03
27-07-2001,3260.04,3278.85,3241.66,3251.53
30-07-2001,3255.92,3289.46,3249.46,3285.89
31-07-2001,3288.86,3335.67,3255.98,3329.28
01-08-2001,3335,3346.21,3276.72,3284.17
02-08-2001,3293.83,3310.86,3278.54,3298.78
03-08-2001,3300.02,3337.79,3300.02,3325.38
06-08-2001,3323.36,3356.34,3322.44,3329.95
07-08-2001,3322.81,3345.98,3317.44,3319.67
08-08-2001,3317.51,3321.18,3294.19,3302.32
09-08-2001,3290.86,3324.96,3279.62,3319.61
10-08-2001,3312.5,3335.71,3308.76,3316.21
13-08-2001,3321.19,3332.28,3283.44,3287.62
14-08-2001,3290.58,3336.47,3290.58,3331.89
16-08-2001,3326.24,3357.07,3321.74,3337.91
17-08-2001,3341.95,3359.07,3293.83,3296.71
20-08-2001,3287.69,3290.24,3271.54,3278.92
21-08-2001,3286.13,3310.53,3286.13,3297.43
23-08-2001,3307.29,3316.33,3292.66,3308.79
24-08-2001,3302.22,3308.9,3287.58,3305.51
27-08-2001,3318.44,3337.94,3310.29,3318.32
28-08-2001,3318.65,3333.17,3308.35,3313.07
29-08-2001,3282.3,3327.67,3282.3,3300.62
30-08-2001,3296.78,3305.98,3281.17,3286.87
31-08-2001,3282.39,3282.39,3241.12,3244.95
03-09-2001,3245.71,3267.93,3222.53,3227.12
04-09-2001,3227.86,3246.76,3209.84,3231.6
05-09-2001,3232.38,3245.99,3218.04,3228.6
06-09-2001,3219.84,3233.49,3187.66,3202.55
07-09-2001,3196.41,3203.54,3166.97,3198.4
10-09-2001,3224.9,3224.9,3180.85,3183.63
11-09-2001,3189.09,3198.81,3141.57,3150.4
12-09-2001,3030.29,3046.22,2954.35,3032.71
13-09-2001,3038.88,3068.49,2982.16,2987.5
14-09-2001,2986.86,2986.86,2770.24,2830.12
17-09-2001,2758.16,2758.16,2640.58,2680.98
18-09-2001,2680.04,2814.07,2680.04,2782.47
19-09-2001,2785.37,2817.48,2785.37,2804.16
20-09-2001,2781.46,2781.46,2674.82,2761.66
21-09-2001,2753.96,2753.96,2594.87,2600.12
24-09-2001,2627.25,2688.95,2627.25,2651.78
25-09-2001,2668.37,2727.32,2613.53,2617.35
26-09-2001,2621.89,2682.59,2615.04,2667.34
27-09-2001,2674.29,2726.97,2669.05,2715.5
28-09-2001,2727.34,2830.35,2727.34,2811.6
01-10-2001,2817.74,2822.77,2773.03,2795.3
03-10-2001,2802.24,2808.45,2742.85,2754.95
04-10-2001,2763.17,2798.69,2763.17,2788.97
05-10-2001,2789.1,2826.16,2765.21,2812.9
08-10-2001,2767.93,2784.09,2718.41,2765.37
09-10-2001,2772.21,2802.34,2772.21,2794.42
10-10-2001,2836.74,2904.59,2836.74,2896.6
11-10-2001,2899.8,2956.86,2899.8,2943.69
12-10-2001,2960.5,2989.63,2947.34,2959.39
15-10-2001,2951.69,2983.33,2940.08,2976.3
16-10-2001,2978.11,3002,2971.57,2992.46
17-10-2001,2998.86,3050.07,2998.86,3043.85
18-10-2001,3023.29,3034.97,2967.68,2981.33
19-10-2001,3003.02,3025.89,3003.02,3016.84
22-10-2001,3025.03,3061.77,2993.89,3001.86
23-10-2001,3010.94,3065.48,3010.94,3061.91
24-10-2001,3057,3083.65,3026.63,3040.16
25-10-2001,3047.39,3066.04,3013.83,3022.16
29-10-2001,3028.71,3063.9,3004.03,3009.33
30-10-2001,2995.37,2995.37,2953.38,2957.45
31-10-2001,2958.39,2998.7,2942.49,2989.35
01-11-2001,3003.95,3062.77,3003.95,3049.8
02-11-2001,3059.52,3100.29,3040.84,3052.6
05-11-2001,3058.11,3070.66,3030.57,3037.01
06-11-2001,3038.02,3087.59,3038.02,3068.89
07-11-2001,3071.78,3109.26,3006.97,3013.94
08-11-2001,3020.39,3067.55,3017.41,3059.97
09-11-2001,3070.58,3092.01,3069.62,3079.67
12-11-2001,3084.42,3106.43,3081.15,3094.14
13-11-2001,3093.78,3101.58,3059.42,3077.19
14-11-2001,3079.88,3124.33,3079.88,3113.04
15-11-2001,3116.72,3195.52,3107.8,3180.23
19-11-2001,3211.26,3293.28,3205.46,3280.48
20-11-2001,3296.17,3326.76,3223.99,3231.66
21-11-2001,3233.61,3273.3,3223.32,3244.09
22-11-2001,3246.48,3305.84,3246.48,3258.13
23-11-2001,3263.06,3301.34,3245.58,3252.2
26-11-2001,3262.93,3335.95,3262.93,3322.77
27-11-2001,3360.93,3377.81,3278.69,3287.57
28-11-2001,3289.7,3322.52,3283.08,3294.12
29-11-2001,3284.32,3296.98,3270.27,3287.56
03-12-2001,3301.05,3311.83,3271.55,3275.47
04-12-2001,3276.65,3335.36,3276.65,3320.28
05-12-2001,3334.64,3416.03,3334.64,3409.64
06-12-2001,3440.56,3500.2,3414.43,3431.57
07-12-2001,3433.82,3468.28,3426.06,3436.37
10-12-2001,3445.22,3468.19,3434.04,3442.89
11-12-2001,3440.38,3467.08,3416.56,3419.13
12-12-2001,3436.34,3462.97,3404.37,3412.15
13-12-2001,3412.59,3440.52,3308.86,3388.59
14-12-2001,3388.87,3388.87,3336.18,3353.6
18-12-2001,3362.67,3384.66,3301.36,3335.88
19-12-2001,3340.65,3350.73,3257.45,3262.67
20-12-2001,3257.24,3281.12,3231.3,3271.64
21-12-2001,3268.99,3268.99,3218.93,3235.49
24-12-2001,3227.3,3244.24,3181.57,3232.97
26-12-2001,3227.8,3262.92,3170.23,3175.86
27-12-2001,3172.27,3193.39,3126.65,3131.78
28-12-2001,3132.27,3186.33,3100.57,3184.44
31-12-2001,3186.82,3270.68,3186.82,3262.33
01-01-2002,3262.01,3299.98,3236.76,3246.15
02-01-2002,3243.84,3280.43,3243.32,3269.16
03-01-2002,3282.68,3309.38,3272.21,3308.02
04-01-2002,3323.55,3393.66,3323.55,3375.74
07-01-2002,3377.13,3438.86,3377.13,3401.8
08-01-2002,3407.57,3454.5,3397.16,3437.78
09-01-2002,3440.44,3466.73,3392.61,3400.89
10-01-2002,3396.09,3413.25,3371.91,3381.96
11-01-2002,3381.41,3401.8,3298.85,3362.88
14-01-2002,3373.69,3446.92,3373.69,3407.84
15-01-2002,3405.9,3413.02,3340.01,3352.52
16-01-2002,3357.17,3393.34,3331.4,3348.8
17-01-2002,3348.8,3420.24,3309.97,3401.15
18-01-2002,3408.28,3439.83,3366.14,3377.05
21-01-2002,3370.5,3396.92,3369.73,3382.29
22-01-2002,3383,3402.92,3365.01,3368.28
23-01-2002,3368.91,3397.76,3365.53,3373.07
24-01-2002,3380.75,3399.09,3352.84,3357.79
25-01-2002,3358.2,3366,3326.02,3332.3
28-01-2002,3338.37,3363.17,3312.74,3317.64
29-01-2002,3317.61,3332.56,3304.12,3313.28
30-01-2002,3302.73,3309.98,3275.58,3298.79
31-01-2002,3305.91,3339.98,3303.01,3311.03
01-02-2002,3334.69,3356.05,3325.98,3333.92
04-02-2002,3336.17,3353.29,3312.55,3317.01
05-02-2002,3316.42,3322.43,3290,3311.73
06-02-2002,3329.23,3433.02,3329.23,3427.39
07-02-2002,3439.62,3495.83,3423.31,3436.94
08-02-2002,3444.89,3514.75,3444.87,3493.92
11-02-2002,3500.41,3551.95,3500.41,3515.45
12-02-2002,3523.3,3554.73,3480.1,3497.68
13-02-2002,3504.89,3535.57,3504.89,3519.87
14-02-2002,3544.32,3564.35,3536.35,3557.06
15-02-2002,3560.98,3612.83,3560.98,3602.02
18-02-2002,3611.32,3651.02,3586.78,3633.93
19-02-2002,3641.78,3652.76,3588.93,3597.61
20-02-2002,3572.96,3583.17,3542.06,3558.21
21-02-2002,3569.95,3590.99,3558.82,3570.46
22-02-2002,3565.64,3605.59,3558.09,3604.08
25-02-2002,3610.21,3618.3,3580.89,3613.51
26-02-2002,3631.55,3726.76,3631.55,3712.74
27-02-2002,3721.44,3758.11,3677.62,3705.66
28-02-2002,3711.1,3731.28,3537.19,3562.31
01-03-2002,3551.56,3693.92,3551.56,3678.75
04-03-2002,3734.04,3758.27,3635.38,3642.58
05-03-2002,3655.08,3692.53,3634.26,3641.1
06-03-2002,3647.09,3656.87,3585.83,3614.44
07-03-2002,3621.07,3691.93,3621.07,3690.27
08-03-2002,3692.61,3703.79,3645.9,3656.77
11-03-2002,3675.26,3675.26,3594.6,3603.97
12-03-2002,3603.16,3603.16,3522.91,3535.8
13-03-2002,3531.48,3601.82,3531.02,3569.62
14-03-2002,3573.98,3590.43,3562.17,3580.83
15-03-2002,3593.56,3626.33,3590.34,3617.68
18-03-2002,3633.37,3663.4,3603.98,3613.28
19-03-2002,3618.39,3629.48,3554.65,3560.32
20-03-2002,3576.23,3587.2,3556.74,3581.32
21-03-2002,3580.23,3582.55,3530.01,3536.26
22-03-2002,3555.38,3555.38,3506.55,3516.11
26-03-2002,3517.36,3566.08,3461.09,3466.29
27-03-2002,3472.96,3503.8,3454.27,3459.08
28-03-2002,3464.32,3499.53,3462.12,3469.35
01-04-2002,3482.94,3519.32,3482.94,3500.18
02-04-2002,3505.4,3537.29,3490.87,3505.79
03-04-2002,3500.76,3500.76,3458.85,3462.99
04-04-2002,3463.29,3529.02,3463.29,3512.55
05-04-2002,3516.43,3538.49,3499.06,3500.57
08-04-2002,3502.09,3521.41,3478.93,3480.17
09-04-2002,3482.51,3491.6,3447.78,3463.33
10-04-2002,3465.39,3494.19,3460.03,3479.59
11-04-2002,3482.44,3512.28,3482.44,3497.67
12-04-2002,3496.39,3521.42,3488.62,3510.9
15-04-2002,3514.01,3533.02,3454.98,3461.51
16-04-2002,3459.08,3459.08,3411.73,3413.72
17-04-2002,3444.09,3458.79,3412.71,3421.82
18-04-2002,3425.71,3439.47,3408.04,3420.94
19-04-2002,3420.04,3430.37,3359.24,3364.4
22-04-2002,3364.18,3396.52,3332.74,3390.25
23-04-2002,3387.7,3412.16,3383.11,3403.82
24-04-2002,3408.84,3420.97,3401.55,3411.92
25-04-2002,3420.62,3421.88,3350.94,3359.64
26-04-2002,3364.18,3383.71,3362.83,3371.7
29-04-2002,3372.94,3372.94,3296.88,3301.21
30-04-2002,3303.1,3340.36,3303.1,3338.16
02-05-2002,3361.33,3383.93,3357.76,3372.56
03-05-2002,3372.75,3385.22,3364.85,3380.61
06-05-2002,3386.01,3394.89,3375.7,3384.35
07-05-2002,3378.22,3425.5,3372.24,3423.75
08-05-2002,3434.24,3453.73,3432.54,3435.06
09-05-2002,3458.31,3478.02,3448.37,3462.01
10-05-2002,3454.85,3456.78,3414.37,3431.32
13-05-2002,3436.87,3446.51,3429.88,3442.49
14-05-2002,3450.58,3458.58,3412,3420.33
15-05-2002,3422.07,3435.68,3382.11,3395.59
16-05-2002,3399.14,3405.29,3342.34,3355.61
17-05-2002,3357.29,3373.4,3310.86,3333.76
20-05-2002,3343.66,3361.77,3274.62,3282.81
21-05-2002,3266.16,3266.16,3127.87,3186.53
22-05-2002,3187.54,3198.81,3144.18,3175.49
23-05-2002,3193.64,3193.64,3106.56,3114.05
24-05-2002,3153.03,3261.9,3153.03,3255.62
27-05-2002,3264.19,3264.19,3200.94,3243.41
28-05-2002,3231.82,3231.82,3140.38,3146.83
29-05-2002,3155.67,3179.85,3108,3160.24
30-05-2002,3161.9,3192.5,3131.63,3135.89
31-05-2002,3136.41,3140.03,3097.73,3125.73
03-06-2002,3162.27,3185.57,3148.57,3161.09
04-06-2002,3161.43,3195.56,3161.43,3191.6
05-06-2002,3200.71,3269.24,3200.71,3255.52
06-06-2002,3277.35,3282.35,3229.38,3259.31
07-06-2002,3246.97,3246.97,3205.51,3217.76
10-06-2002,3231.09,3283.25,3231.09,3279.49
11-06-2002,3339.96,3368.56,3323.37,3362.42
12-06-2002,3359.27,3377.88,3337.39,3344.41
13-06-2002,3358.97,3369.63,3307.16,3311.16
14-06-2002,3312.05,3321.92,3295.64,3312.07
17-06-2002,3350.03,3350.44,3318.7,3323.5
18-06-2002,3337.32,3361.73,3282.32,3284.54
19-06-2002,3284.32,3306.11,3222.23,3242.26
20-06-2002,3223.47,3276.06,3223.47,3264.02
21-06-2002,3268.1,3268.1,3232.66,3242.75
24-06-2002,3238.37,3238.37,3210.95,3231.62
25-06-2002,3226.21,3244.33,3193.68,3214.34
26-06-2002,3200.79,3206.87,3176.05,3180.89
27-06-2002,3199.03,3221.6,3189.96,3217.15
28-06-2002,3231.24,3252.65,3222.09,3244.7
01-07-2002,3246.44,3293.21,3246.44,3288.71
02-07-2002,3276.21,3296.87,3274.03,3285.04
03-07-2002,3283.03,3314.23,3279.83,3310.19
04-07-2002,3322.31,3337.69,3313.74,3316.77
05-07-2002,3322.14,3334.87,3309.61,3330.61
08-07-2002,3336.14,3366.72,3332.12,3357.66
09-07-2002,3356.85,3361.92,3343.1,3358.58
10-07-2002,3359.47,3366.74,3328.2,3332.36
11-07-2002,3332.15,3332.15,3287.91,3290.56
12-07-2002,3296.3,3318.33,3293.66,3305.83
15-07-2002,3302.64,3305.85,3258.72,3278.71
16-07-2002,3279.5,3286.94,3224.35,3229.18
17-07-2002,3232.39,3236.68,3192.67,3216.07
18-07-2002,3224.23,3253.4,3215.33,3245.74
19-07-2002,3239.66,3250.59,3227.27,3230.27
22-07-2002,3212.83,3212.83,3147.37,3153.34
23-07-2002,3142.48,3179.08,3135.39,3176.93
24-07-2002,3163.45,3167.6,3105.2,3107.48
25-07-2002,3149.18,3169.96,3091.33,3094.96
26-07-2002,3079.33,3084.34,3011.89,3024.35
29-07-2002,3039.56,3039.56,2955.1,3030.06
30-07-2002,3043.23,3080.7,2983.1,2990.91
31-07-2002,2981.05,2998.34,2932.35,2987.65
01-08-2002,2998.46,3018.52,2965.97,2975.81
02-08-2002,2960.48,2992.19,2933.39,2985.01
05-08-2002,2996.89,3018.71,2980.49,3011.35
06-08-2002,2997.96,3026.98,2981.51,3023.26
07-08-2002,3042.28,3055.22,3004.12,3009.48
08-08-2002,3014.68,3019.49,2945.5,2950.09
09-08-2002,2974.68,2982.51,2931.78,2976.34
12-08-2002,2972.59,3014.3,2972.59,3007.85
13-08-2002,3009.48,3066.7,3009.48,3036.4
14-08-2002,3032.99,3037.37,3013.16,3020.7
16-08-2002,3031.24,3070.86,3031.24,3065.9
19-08-2002,3073.13,3079.99,3061.39,3064.04
20-08-2002,3071.13,3094.8,3067.92,3089.58
21-08-2002,3083.82,3109.91,3082.02,3084.38
22-08-2002,3094.18,3109.72,3077.89,3080.7
23-08-2002,3083,3120.69,3083,3119.18
26-08-2002,3119,3130.78,3110.93,3123.6
27-08-2002,3128.41,3142.52,3093.9,3097.85
28-08-2002,3093.66,3103.38,3078.13,3099.38
29-08-2002,3099.12,3117.53,3091.56,3114.16
30-08-2002,3110.98,3185.08,3109.97,3181.23
02-09-2002,3206.81,3227.62,3179.33,3187.26
03-09-2002,3190.2,3193.44,3150.1,3159.77
04-09-2002,3145.34,3180.6,3126.75,3173.35
05-09-2002,3185.32,3197.29,3166.22,3181.47
06-09-2002,3176.15,3177.49,3131.15,3141.11
09-09-2002,3121.9,3126.3,3081.63,3089.47
11-09-2002,3096.93,3130.41,3096.93,3125.66
12-09-2002,3125.55,3136.88,3120.45,3131.34
13-09-2002,3115.98,3127.29,3093.71,3098.94
16-09-2002,3107.89,3109.91,3072.43,3076.01
17-09-2002,3078.16,3107.89,3078.16,3103.9
18-09-2002,3084.02,3094.61,3062.43,3069.78
19-09-2002,3071.1,3071.1,3027.5,3040.3
20-09-2002,3010.14,3030.8,2993.78,3024.35
23-09-2002,3030.65,3035.93,3008.5,3021.28
24-09-2002,3005.92,3032.22,2993.01,3022.25
25-09-2002,2973.97,3023.65,2973.97,3021.08
26-09-2002,3011.42,3038.06,3011.42,3014.69
27-09-2002,3020.23,3039.43,3012.82,3037.26
30-09-2002,3029.56,3029.56,2988.43,2991.36
01-10-2002,2976.04,2987.48,2948.75,2959.66
03-10-2002,2963.61,2970.29,2921.69,2938.06
04-10-2002,2934.67,2942.16,2916.38,2930.51
07-10-2002,2939.18,2957.99,2927.47,2952.78
08-10-2002,2954.29,2978.91,2953.95,2973.35
09-10-2002,2982.01,2992.91,2953.13,2956.89
10-10-2002,2954.13,2972.62,2934.76,2969.49
11-10-2002,2990.99,3005.78,2989.06,2995.77
14-10-2002,2996.16,3013.39,2993.25,3003.39
16-10-2002,3024.99,3031.01,2991.92,2994.99
17-10-2002,2995.7,3010.7,2980.14,3006.14
18-10-2002,3027.9,3038.92,3002.12,3009.76
21-10-2002,3012.18,3018.99,2992.54,2998.01
22-10-2002,2999.54,3006.13,2963.02,2965.97
23-10-2002,2961.75,2969.55,2941.29,2948.96
24-10-2002,2944.28,2958.01,2906.2,2908.05
25-10-2002,2903.96,2906.84,2855.9,2875.53
28-10-2002,2876.32,2876.32,2828.48,2834.41
29-10-2002,2846.8,2891.03,2846.8,2885.23
30-10-2002,2898.02,2908.21,2884.21,2888.59
31-10-2002,2904.91,2955.49,2900.87,2949.32
01-11-2002,2956.94,2962.32,2928.63,2950.58
04-11-2002,2986.54,2994.8,2974.93,2987.58
05-11-2002,2993.58,2993.58,2967.19,2982.39
07-11-2002,2983.74,2993.61,2958.32,2975.26
08-11-2002,2965.19,2966.59,2950.71,2956.84
11-11-2002,2954.99,2959.12,2942.46,2948.04
12-11-2002,2941.54,2963.83,2935.97,2961.24
13-11-2002,2972.35,2977.67,2957.19,2960.66
14-11-2002,2963.82,2991.61,2963.82,2986.56
15-11-2002,2997.47,3037.61,2997.47,3033.91
18-11-2002,3046.9,3071.28,3041.34,3057.16
20-11-2002,3056.18,3084.03,3056.18,3075.48
21-11-2002,3089.51,3110.38,3089.51,3101.36
22-11-2002,3121.17,3162.66,3121.17,3141.61
25-11-2002,3146.93,3183.29,3140.31,3175.56
26-11-2002,3190.67,3210.68,3181.25,3187.76
27-11-2002,3193.13,3206.63,3158,3174.11
28-11-2002,3192.12,3229.75,3192.12,3220.75
29-11-2002,3224.98,3245.98,3195.6,3228.82
02-12-2002,3247.6,3277.37,3238.89,3270.36
03-12-2002,3276.7,3292.87,3223.03,3230.14
04-12-2002,3243.86,3243.86,3188.78,3207.36
05-12-2002,3186.62,3250.25,3186.62,3229.73
06-12-2002,3235.68,3309.8,3235.68,3306.29
09-12-2002,3320.87,3349.36,3264.76,3269.31
10-12-2002,3256.63,3294.69,3241.4,3289.68
11-12-2002,3298.94,3324.23,3287.28,3303.27
12-12-2002,3316.84,3331.27,3299.48,3324.48
13-12-2002,3335.28,3349.49,3329.21,3342.97
16-12-2002,3360.2,3371.16,3324.4,3328.39
17-12-2002,3338.88,3347.92,3301.78,3311.06
18-12-2002,3321.12,3348.57,3319.25,3333.31
19-12-2002,3332.72,3345.67,3313.45,3333.86
20-12-2002,3339.46,3356,3329.1,3337.22
23-12-2002,3346.56,3351.01,3321.07,3329.61
24-12-2002,3328.66,3359.39,3318.02,3352.77
26-12-2002,3360.86,3399.37,3360.41,3382.64
27-12-2002,3393.58,3413.83,3393.58,3398
30-12-2002,3389.12,3389.12,3359.76,3374.97
31-12-2002,3376.48,3398.11,3374.73,3377.28
01-01-2003,3383.85,3396.8,3381.07,3390.12
02-01-2003,3399.72,3407.24,3363.11,3365.06
03-01-2003,3380.44,3386.97,3351.89,3357.54
06-01-2003,3364.72,3364.72,3330.02,3334.89
07-01-2003,3350.18,3352.43,3320.42,3330.5
08-01-2003,3339.89,3362.12,3338.94,3357.87
09-01-2003,3367.34,3388.19,3366.28,3384.2
10-01-2003,3416.92,3416.92,3342.12,3358.99
13-01-2003,3355.07,3356.93,3324.25,3327.16
14-01-2003,3334.94,3341.55,3321.49,3335.35
15-01-2003,3333.2,3359.98,3333.2,3357.69
16-01-2003,3358.47,3377.27,3352.55,3373.52
17-01-2003,3377.94,3382.53,3366.24,3370.39
20-01-2003,3364.53,3368.08,3338.09,3341.89
21-01-2003,3348.32,3356.82,3336.95,3354.14
22-01-2003,3364.11,3367.23,3345.62,3357.04
23-01-2003,3351.75,3360.37,3324.49,3328.18
24-01-2003,3332.02,3340.68,3281.93,3287.86
27-01-2003,3283.93,3286.46,3221.69,3247.71
28-01-2003,3247.09,3269.13,3209.51,3267.84
29-01-2003,3273.78,3275.92,3225.74,3238.02
30-01-2003,3246.54,3256.48,3217.37,3219.88
31-01-2003,3216.16,3257.48,3199.18,3250.38
03-02-2003,3260.04,3283.48,3250.52,3279.83
04-02-2003,3283.59,3295.25,3271.75,3278.13
05-02-2003,3268.61,3277.09,3239.02,3256.08
06-02-2003,3253.14,3311.18,3253.14,3305.44
07-02-2003,3309.46,3309.96,3277.33,3279.77
10-02-2003,3281.37,3281.42,3252.49,3256.86
11-02-2003,3269.85,3278.79,3249.63,3261.47
12-02-2003,3266.26,3268.39,3236.33,3247.51
14-02-2003,3250.65,3254.04,3218.37,3223.41
17-02-2003,3248.9,3287.01,3248.9,3282.45
18-02-2003,3284.04,3301.92,3284.04,3289.09
19-02-2003,3303.09,3317.8,3300.85,3302.04
20-02-2003,3301.81,3307.87,3284.58,3303.22
21-02-2003,3303.33,3313.6,3294.68,3307.2
24-02-2003,3318.25,3341.61,3318.25,3322.17
25-02-2003,3316.91,3316.91,3279,3281.92
26-02-2003,3291.07,3292.69,3259,3260.48
27-02-2003,3254.84,3283.29,3251.4,3277.34
28-02-2003,3294.6,3316.74,3269.8,3283.66
03-03-2003,3301.67,3311.57,3274.64,3277.27
04-03-2003,3271.06,3272.19,3240.16,3244.8
05-03-2003,3233.43,3235.85,3190.06,3226.1
06-03-2003,3252.28,3252.28,3186.43,3190.35
07-03-2003,3182.16,3182.16,3142.89,3153.06
10-03-2003,3152.9,3162.27,3115.32,3125.88
11-03-2003,3117.49,3159.48,3100.14,3154.91
12-03-2003,3151.6,3158.98,3106.85,3110.08
13-03-2003,3113.35,3127.3,3086.43,3108.24
17-03-2003,3115.14,3115.14,3049.05,3084.91
19-03-2003,3103.87,3128.83,3103.87,3121.18
20-03-2003,3118.8,3197.66,3118.32,3192.93
21-03-2003,3195.66,3209.46,3179.79,3200.15
22-03-2003,3208.58,3225.26,3208.58,3218.73
24-03-2003,3216.07,3216.07,3137.56,3140.36
25-03-2003,3122.7,3143.02,3102.65,3140.42
26-03-2003,3148.07,3165.38,3139.65,3143.58
27-03-2003,3138.89,3146.29,3115.06,3116.79
28-03-2003,3115.37,3130.33,3099,3115.44
31-03-2003,3106.93,3106.93,3039.83,3048.72
01-04-2003,3037.54,3089.6,3037.54,3080.95
02-04-2003,3083.94,3120.31,3079.62,3116.99
03-04-2003,3130.84,3155.12,3119.8,3151.16
04-04-2003,3145,3169.2,3130.8,3167.7
07-04-2003,3181.94,3221.9,3180.87,3215.24
08-04-2003,3205.92,3209.42,3172.68,3174.86
09-04-2003,3160.74,3164.6,3126.83,3141.25
10-04-2003,3137.24,3137.24,3021.74,3035.33
11-04-2003,3030.46,3048.07,2962.97,2997.87
15-04-2003,3010.96,3018.66,2948.67,2997.38
16-04-2003,3005.35,3037.3,3000.72,3032.32
17-04-2003,3002.68,3011.92,2971.94,2984.5
21-04-2003,2992.9,3002.11,2985.6,2996.97
22-04-2003,2994.5,2998.13,2971.69,2985.54
23-04-2003,2997.34,3009.01,2943.45,2947.33
24-04-2003,2951.09,2973.03,2932.34,2937.23
25-04-2003,2935.08,2937.59,2908.29,2924.03
28-04-2003,2909.42,2942.45,2904.44,2936.71
29-04-2003,2949.04,2961.47,2944.13,2950.14
30-04-2003,2942.42,2962.4,2942.42,2959.79
02-05-2003,2949.04,2968.96,2939.16,2966.63
05-05-2003,2977.47,2988.69,2967.88,2975.47
06-05-2003,2981.87,3001.21,2972.33,2993
07-05-2003,2988.18,3003,2978.54,2980.74
08-05-2003,2980.25,2989.23,2953.42,2961.6
09-05-2003,2953.12,2960.92,2943.84,2950
12-05-2003,2955.19,2965.37,2934.78,2942.78
13-05-2003,2947.03,2964.96,2947.03,2960.62
14-05-2003,2959.51,2997.64,2959.51,2993.94
15-05-2003,2996.67,3016.94,2993.39,3012.97
16-05-2003,3019.48,3059.42,3019.48,3056.58
19-05-2003,3063.14,3082.21,3039.93,3043.89
20-05-2003,3032.85,3066.29,3025.2,3062.92
21-05-2003,3068.12,3092.38,3054.47,3057.09
22-05-2003,3055.2,3067.12,3032.91,3040.79
23-05-2003,3041.63,3060.48,3036.42,3049.84
26-05-2003,3051.3,3101.75,3050.16,3096.69
27-05-2003,3103.56,3118.58,3076.99,3081.94
28-05-2003,3093.72,3133.17,3086.15,3130.46
